0.000_1L:5.36,5.29,50.ñ
Offsets:257,263,259,0,-2,-60
P:roll,pitch,yaw;gyrox,gyroy,gyroz;accelx,accely,accelz;magx,magy,magz
12.415_1L:-61.91,-58.59,57.72_-39,178,24_93,234,-16_680,-328,-303
12.432_1L:-55.17,-66.49,50.67_-31,137,30_135,325,-56_680,-328,-303
12.448_1L:-53.23,-69.00,47.47_-12,84,62_184,326,-84_644,173,-393
12.479_1L:-52.43,-69.96,44.84_6,50,66_202,255,-74_644,173,-393
12.498_1L:-48.24,-72.82,40.04_7,47,22_205,190,-68_644,173,-393
12.515_1L:-39.78,-77.28,31.50_3,39,0_208,202,-81_644,173,-393
12.543_1L:-29.19,-80.49,20.66_4,20,15_217,216,-84_644,173,-393
12.561_1L:-15.43,-82.55,6.53_8,3,23_223,180,-72_644,173,-393
12.578_1L:7.04,-84.03,-16.10_11,-5,17_238,133,-68_586,319,-376
12.607_1L:38.62,-84.50,-47.77_10,-1,9_235,125,-67_586,319,-376
12.624_1L:63.63,-83.67,-72.64_6,3,0_229,118,-65_586,319,-376
12.640_1L:81.01,-82.11,-89.74_4,-2,-3_237,122,-66_586,319,-376
12.656_1L:90.12,-80.61,-98.65_5,-11,3_241,117,-65_586,319,-376
12.687_1L:95.81,-79.28,-104.19_10,-18,9_240,105,-64_586,319,-376
12.703_1L:99.98,-78.14,-108.14_11,-16,6_234,95,-65_591,326,-367
12.734_1L:104.69,-76.78,-112.79_6,-9,-3_231,77,-62_591,326,-367
12.751_1L:108.26,-75.98,-116.32_6,-11,-2_236,77,-65_591,326,-367
12.767_1L:111.24,-75.25,-119.37_7,-12,5_239,85,-67_591,326,-367
12.787_1L:113.33,-74.48,-121.48_8,-12,3_244,59,-58_591,326,-367
12.815_1L:115.51,-74.28,-123.48_9,-9,-7_244,65,-63_591,326,-367
12.832_1L:117.42,-73.84,-125.17_7,-4,-9_246,76,-67_599,316,-362
12.851_1L:118.91,-73.20,-126.80_7,-7,3_255,78,-66_599,316,-362
12.878_1L:119.52,-72.86,-127.70_11,-11,12_260,67,-60_599,316,-362
12.895_1L:120.09,-72.71,-128.37_12,-6,2_257,55,-55_599,316,-362
12.912_1L:120.93,-72.65,-128.98_10,2,-15_254,60,-55_599,316,-362
12.929_1L:121.57,-72.48,-129.42_9,2,-13_252,84,-60_599,316,-362
12.959_1L:121.47,-71.94,-129.45_8,-2,2_245,89,-62_610,302,-359
12.976_1L:121.35,-71.20,-129.60_6,-2,6_243,73,-56_610,302,-359
12.992_1L:121.67,-70.91,-129.97_6,-2,-3_245,82,-59_610,302,-359
13.022_1L:121.91,-70.53,-130.17_7,-4,-9_243,96,-64_610,302,-359
13.039_1L:121.88,-69.91,-130.15_8,-5,-7_241,109,-63_610,302,-359
13.056_1L:121.43,-69.27,-129.74_10,-8,-6_241,124,-57_610,302,-359
13.072_1L:120.60,-68.63,-128.87_12,-14,-14_239,145,-55_608,307,-359
13.104_1L:119.71,-68.01,-127.68_16,-25,-27_233,184,-57_608,307,-359
13.132_1L:118.84,-67.50,-126.31_24,-40,-40_219,217,-61_608,307,-359
13.147_1L:118.26,-67.19,-124.82_36,-54,-64_198,242,-58_608,307,-359
13.164_1L:118.14,-67.00,-122.81_48,-66,-113_193,259,-58_608,307,-359
13.194_1L:119.00,-67.52,-120.83_65,-90,-170_171,276,-49_608,307,-359
13.209_1L:119.50,-68.90,-118.03_94,-133,-188_124,294,-25_677,143,-349
13.239_1L:116.65,-71.31,-111.23_132,-183,-164_96,229,6_677,143,-349
13.254_1L:108.37,-72.05,-100.11_160,-218,-156_88,147,41_677,143,-349
13.271_1L:101.35,-75.69,-89.71_176,-228,-176_83,60,61_677,143,-349
13.287_1L:90.22,-80.25,-74.73_181,-236,-188_69,39,69_677,143,-349
13.318_1L:62.92,-83.47,-44.28_184,-235,-163_30,7,101_677,143,-349
13.334_1L:25.31,-84.05,-3.49_136,-196,-161_-50,-108,168_700,-436,26
13.368_1L:-8.35,-79.88,34.47_84,-160,-209_4,-221,241_700,-436,26
13.381_1L:-21.24,-75.38,50.88_70,-155,-180_48,-154,241_700,-436,26
13.399_1L:-27.31,-69.10,58.84_74,-161,-102_35,-240,266_700,-436,26
13.416_1L:-29.58,-65.80,62.82_84,-143,-90_20,-361,298_700,-436,26
13.443_1L:-28.44,-63.63,64.17_87,-105,-146_-41,-404,295_700,-436,26
13.460_1L:-25.77,-61.86,64.50_78,-71,-172_19,-224,256_433,-643,415
13.477_1L:-24.52,-58.63,66.22_68,-46,-119_33,-171,263_433,-643,415
13.508_1L:-23.60,-54.57,67.75_66,-44,-95_41,-176,279_433,-643,415
13.526_1L:-22.53,-51.40,69.20_71,-51,-99_31,-159,291_433,-643,415
13.543_1L:-21.58,-47.91,70.70_80,-58,-82_21,-113,273_433,-643,415
13.560_1L:-20.90,-43.67,71.79_70,-47,-47_-15,-98,286_433,-643,415
13.588_1L:-19.80,-39.70,72.52_54,-28,-42_-10,-147,312_233,-496,679
13.607_1L:-18.85,-37.70,73.48_43,-13,-48_-5,-122,313_233,-496,679
13.624_1L:-18.21,-35.62,74.47_36,-15,-33_-1,-92,305_233,-496,679
13.652_1L:-17.86,-33.33,75.43_27,-17,-11_1,-81,291_233,-496,679
13.670_1L:-17.61,-30.86,76.44_15,-14,-1_-2,-86,282_233,-496,679
13.685_1L:-17.48,-28.64,77.51_5,-11,-2_5,-78,274_233,-496,679
13.702_1L:-17.07,-26.92,78.51_-21,2,-10_12,-133,304_158,-422,714
13.733_1L:-17.25,-26.26,79.61_-16,7,-3_55,-72,287_158,-422,714
13.751_1L:-16.91,-25.27,80.42_-1,1,0_53,-77,263_158,-422,714
13.767_1L:-16.65,-24.12,81.27_4,0,-6_32,-57,235_158,-422,714
13.796_1L:-16.14,-22.49,82.06_6,-1,-5_23,-52,231_158,-422,714
13.814_1L:-15.74,-20.95,82.89_9,-5,-1_22,-55,251_158,-422,714
13.832_1L:-15.46,-19.27,83.82_9,-8,6_23,-60,253_185,-403,710
13.860_1L:-15.33,-17.83,84.39_10,-7,6_27,-69,246_185,-403,710
13.875_1L:-15.34,-16.51,85.00_12,-4,1_21,-63,240_185,-403,710
13.892_1L:-15.35,-15.20,85.56_13,-5,6_13,-50,244_185,-403,710
13.908_1L:-15.18,-13.91,86.05_9,-5,13_11,-58,256_185,-403,710
13.939_1L:-15.22,-12.77,86.61_5,-4,16_12,-64,256_185,-403,710
13.957_1L:-15.51,-11.94,87.20_-2,-4,22_5,-94,267_176,-429,701
13.975_1L:-16.42,-11.29,87.21_-10,0,30_10,-108,274_176,-429,701
14.003_1L:-17.44,-11.25,87.05_-27,15,37_2,-120,283_176,-429,701
14.020_1L:-18.59,-11.55,86.78_-42,26,43_14,-145,294_176,-429,701
14.038_1L:-20.18,-12.11,86.71_-44,18,68_35,-160,305_176,-429,701
14.055_1L:-22.98,-12.86,86.83_-43,8,132_48,-179,300_176,-429,701
14.083_1L:-26.51,-14.04,86.78_-57,26,184_35,-301,313_275,-573,599
14.100_1L:-29.95,-16.32,86.00_-83,54,168_27,-333,310_275,-573,599
14.119_1L:-33.02,-18.73,85.36_-100,70,173_44,-308,292_275,-573,599
14.147_1L:-37.21,-21.22,84.86_-96,68,222_53,-334,271_275,-573,599
14.165_1L:-41.73,-23.68,84.16_-85,86,256_31,-393,246_275,-573,599
14.182_1L:-45.88,-27.00,82.79_-85,140,243_32,-435,218_275,-573,599
14.199_1L:-49.01,-30.76,81.13_-86,181,212_15,-412,200_533,-702,49
14.229_1L:-52.53,-35.18,79.36_-89,179,207_30,-326,159_533,-702,49
14.246_1L:-56.21,-38.29,78.23_-74,155,225_58,-219,129_533,-702,49
14.264_1L:-60.16,-39.42,76.87_-52,166,227_67,-135,109_533,-702,49
14.291_1L:-62.33,-42.12,74.72_-29,177,201_32,-113,95_533,-702,49
14.308_1L:-63.79,-45.32,72.37_-19,185,161_32,-62,78_533,-702,49
14.324_1L:-64.38,-48.85,70.10_-15,194,118_56,-43,76_701,-199,-324
14.356_1L:-63.47,-52.79,66.68_-7,194,65_62,14,64_701,-199,-324
14.373_1L:-61.84,-56.07,63.50_-5,188,36_62,92,37_701,-199,-324
14.390_1L:-60.15,-59.33,60.27_-13,175,39_80,200,5_701,-199,-324
14.407_1L:-54.89,-65.06,53.86_-25,146,61_98,249,-19_701,-199,-324
14.436_1L:-45.57,-71.59,43.35_-26,105,74_143,246,-24_701,-199,-324
14.454_1L:-32.56,-76.10,29.32_-11,75,66_195,242,-28_638,232,-354
14.482_1L:-14.34,-78.70,10.29_5,58,38_228,289,-67_638,232,-354
14.500_1L:-10.24,-78.74,5.65_10,37,23_216,293,-68_638,232,-354
14.517_1L:-7.74,-78.76,2.71_7,13,20_227,263,-62_638,232,-354
14.535_1L:-3.27,-79.15,-2.11_5,-10,24_241,219,-63_638,232,-354
14.563_1L:4.03,-79.91,-9.75_5,-28,29_248,158,-64_638,232,-354
14.580_1L:14.36,-80.93,-20.28_8,-35,26_244,107,-57_617,318,-328
14.599_1L:30.04,-81.99,-36.14_7,-25,14_238,73,-55_617,318,-328
14.627_1L:45.54,-82.65,-51.60_3,-11,3_234,61,-51_617,318,-328
14.644_1L:62.02,-82.74,-67.80_2,-1,-8_242,53,-47_617,318,-328
14.662_1L:74.19,-82.43,-79.55_5,4,-14_248,64,-45_617,318,-328
14.679_1L:82.93,-81.73,-87.89_8,2,-12_249,71,-46_617,318,-328
14.707_1L:89.58,-80.86,-94.26_9,-2,-3_249,83,-48_622,308,-330
14.727_1L:94.91,-79.73,-99.67_6,-3,3_251,81,-49_622,308,-330
14.743_1L:98.91,-78.73,-103.72_4,-2,2_254,78,-48_622,308,-330
14.771_1L:101.90,-77.92,-106.70_3,-3,-1_254,80,-49_622,308,-330
14.789_1L:104.51,-77.12,-109.26_3,-5,-2_253,84,-53_622,308,-330
14.806_1L:106.69,-76.37,-111.40_4,-8,-1_250,79,-53_622,308,-330
14.823_1L:108.57,-75.71,-113.23_7,-8,-1_249,70,-51_621,306,-329
14.853_1L:110.21,-75.20,-114.86_9,-5,-4_248,64,-47_621,306,-329
14.870_1L:111.56,-74.86,-116.16_8,-4,-6_246,64,-44_621,306,-329
14.887_1L:112.53,-74.57,-117.13_7,-5,-4_245,67,-46_621,306,-329
14.915_1L:113.46,-74.24,-118.10_7,-6,-2_250,66,-47_621,306,-329
14.932_1L:114.23,-74.00,-118.89_8,-6,-2_252,67,-50_621,306,-329
14.951_1L:115.08,-73.68,-119.74_7,-3,-3_254,70,-49_626,299,-330
14.979_1L:115.67,-73.33,-120.34_7,-2,-5_255,71,-48_626,299,-330
14.996_1L:116.10,-73.04,-120.77_7,-3,-5_255,78,-51_626,299,-330
15.015_1L:116.36,-72.68,-121.12_7,-4,-1_255,80,-52_626,299,-330
