0.000_1L:12.50,18.15,µ
Offsets:257,263,259,-31,0,-59
P:roll,pitch,yaw;gyrox,gyroy,gyroz;accelx,accely,accelz;magx,magy,magz
12.226_1L:139.38,-78.66,175.56_14,-19,-16_287,44,-61_633,237,-366
12.245_1L:140.63,-78.61,174.83_13,-15,-22_283,20,-60_633,237,-366
12.261_1L:143.09,-78.70,173.22_13,-9,-38_286,36,-68_633,237,-366
12.290_1L:144.25,-78.68,172.98_21,-9,-45_286,34,-71_633,237,-366
12.307_1L:145.67,-78.98,172.72_36,-18,-54_278,31,-70_633,237,-366
12.322_1L:146.71,-79.59,173.13_57,-22,-72_248,24,-65_633,237,-366
12.352_1L:147.74,-80.44,174.15_79,-22,-99_232,30,-67_654,175,-366
12.371_1L:147.68,-81.55,176.80_104,-30,-122_249,62,-50_654,175,-366
12.402_1L:142.41,-82.95,-174.95_120,-49,-153_299,102,-41_654,175,-366
12.415_1L:128.92,-84.56,-157.93_134,-42,-174_397,168,-77_654,175,-366
12.433_1L:100.09,-86.07,-126.00_159,-23,-158_487,249,-84_654,175,-366
12.464_1L:57.01,-85.65,-80.36_182,-23,-138_542,345,-99_654,175,-366
12.477_1L:26.52,-83.58,-47.92_188,-56,-101_542,434,-138_762,-11,-177
12.509_1L:9.26,-79.99,-30.47_195,-64,-1_542,421,-180_762,-11,-177
12.522_1L:2.58,-76.72,-24.15_183,-54,22_542,344,-132_762,-11,-177
12.540_1L:0.84,-74.52,-20.75_128,-51,-90_542,261,-118_762,-11,-177
12.557_1L:0.93,-72.52,-17.48_112,-57,-174_453,305,-182_762,-11,-177
12.585_1L:-0.59,-70.07,-12.17_140,-105,-199_299,313,-159_762,-11,-177
12.603_1L:-3.80,-66.73,-5.10_172,-157,-185_-26,511,-139_756,-121,228
12.635_1L:-7.52,-63.57,3.13_143,-186,-158_-246,453,150_756,-121,228
12.648_1L:-8.46,-61.23,10.12_103,-181,-244_-481,200,517_756,-121,228
12.666_1L:-9.05,-56.05,17.05_255,-242,-257_-481,126,570_756,-121,228
12.696_1L:-8.91,-49.86,23.76_293,-261,-249_-481,240,570_756,-121,228
12.709_1L:-13.92,-47.33,29.89_100,-229,50_-481,-512,570_756,-121,228
12.727_1L:-13.56,-50.90,26.10_-138,181,157_-375,-512,380_405,-67,594
12.756_1L:-7.45,-52.27,22.52_-33,105,-151_217,511,10_405,-67,594
12.773_1L:-11.21,-50.57,25.54_78,-118,69_34,339,193_405,-67,594
12.791_1L:-14.27,-49.86,26.86_36,-59,110_37,-58,287_405,-67,594
12.808_1L:-14.95,-47.02,26.39_3,4,60_26,49,292_405,-67,594
12.836_1L:-13.46,-44.88,24.06_-6,22,71_-9,-16,297_405,-67,594
12.854_1L:-13.72,-42.39,22.57_-16,28,92_-13,51,285_385,-164,571
12.872_1L:-14.08,-40.01,21.08_-26,16,156_-62,94,275_385,-164,571
12.900_1L:-16.58,-37.94,19.59_-33,10,285_-115,124,251_385,-164,571
12.918_1L:-18.69,-36.79,17.07_-59,67,319_-212,-81,288_385,-164,571
12.935_1L:-22.45,-39.08,15.64_-91,113,260_-298,-237,329_385,-164,571
12.967_1L:-26.46,-41.85,14.06_-92,129,294_-228,-15,135_385,-164,571
12.980_1L:-31.78,-38.83,11.41_-45,117,412_-36,26,32_523,-430,353
12.999_1L:-40.17,-40.21,9.88_21,105,502_128,-37,-12_523,-430,353
13.026_1L:-46.98,-41.93,8.02_35,123,452_220,-267,27_523,-430,353
13.044_1L:-51.35,-44.34,8.32_-35,122,233_238,-307,60_523,-430,353
13.061_1L:-52.94,-46.59,9.48_-76,86,76_389,-32,37_523,-430,353
13.079_1L:-54.37,-47.98,10.78_-47,45,58_542,128,5_523,-430,353
13.107_1L:-56.22,-48.79,11.90_-27,25,89_519,114,-15_719,-371,-152
13.127_1L:-59.53,-49.69,14.05_-57,5,100_538,96,-96_719,-371,-152
13.140_1L:-63.36,-50.44,16.89_-86,-9,109_468,25,-83_719,-371,-152
13.170_1L:-66.86,-50.85,19.60_-70,-17,90_542,-103,-45_719,-371,-152
13.187_1L:-69.37,-50.85,20.94_-24,-18,96_471,-116,-94_719,-371,-152
13.204_1L:-71.72,-50.79,21.39_6,-10,119_328,-140,-125_719,-371,-152
13.238_1L:-74.42,-51.14,22.24_-15,7,126_315,-243,-137_664,-288,-360
13.252_1L:-76.74,-51.42,23.00_-3,5,101_522,-219,-58_664,-288,-360
13.267_1L:-76.31,-51.86,21.28_72,35,69_516,-204,-27_664,-288,-360
13.286_1L:-74.16,-52.73,18.13_106,68,38_360,-203,-29_664,-288,-360
13.315_1L:-72.06,-54.17,15.78_72,96,10_227,-207,-60_664,-288,-360
13.333_1L:-73.58,-55.99,16.92_15,104,11_190,-128,-95_664,-288,-360
13.350_1L:-78.61,-58.36,20.89_11,100,24_233,-68,-108_710,-99,-327
13.379_1L:-82.67,-62.07,23.11_56,93,46_284,-35,-66_710,-99,-327
13.396_1L:-82.23,-65.50,21.63_80,105,32_234,-60,-42_710,-99,-327
13.414_1L:-81.25,-68.92,20.82_64,122,-29_216,24,-40_710,-99,-327
13.441_1L:-78.97,-72.44,18.99_58,92,-35_239,131,-26_710,-99,-327
13.459_1L:-73.44,-76.73,12.41_80,39,50_287,169,-21_710,-99,-327
13.477_1L:-67.03,-78.64,4.21_76,37,97_236,23,-3_724,163,-237
13.506_1L:-60.70,-81.09,-3.17_35,63,55_213,-20,10_724,163,-237
13.523_1L:-57.85,-82.10,-6.56_8,47,32_262,48,19_724,163,-237
13.540_1L:-48.83,-83.35,-17.20_24,5,90_315,137,10_724,163,-237
13.555_1L:-41.49,-83.70,-27.10_40,4,144_305,85,-3_724,163,-237
13.571_1L:-25.01,-84.76,-44.51_26,40,53_242,-82,28_724,163,-237
13.602_1L:-29.23,-83.98,-39.66_24,35,-34_285,-19,41_723,283,-91
13.619_1L:-25.35,-83.45,-43.21_25,2,-17_275,102,16_723,283,-91
13.635_1L:-11.92,-84.01,-56.95_14,-10,21_270,64,28_723,283,-91
13.666_1L:0.28,-84.23,-69.32_2,-5,14_269,7,38_723,283,-91
13.682_1L:2.78,-84.24,-71.36_-5,-2,-22_289,20,31_723,283,-91
13.699_1L:5.18,-84.41,-73.27_-4,-12,-21_304,55,15_723,283,-91
13.729_1L:9.71,-84.63,-77.86_1,-17,8_302,35,9_709,317,-77
13.746_1L:13.74,-84.92,-82.01_1,-11,8_293,-7,14_709,317,-77
13.763_1L:13.11,-85.22,-81.11_1,-4,-15_293,-8,10_709,317,-77
13.779_1L:12.00,-85.56,-79.67_1,-6,-18_292,33,-2_709,317,-77
13.810_1L:18.12,-85.91,-85.72_2,-11,-2_292,58,-5_709,317,-77
13.828_1L:28.64,-86.06,-96.37_2,-11,9_290,34,0_709,317,-77
13.845_1L:35.35,-86.20,-103.17_2,-10,7_295,11,1_715,303,-92
13.874_1L:38.52,-86.48,-106.23_0,-7,-6_295,20,-2_715,303,-92
13.892_1L:44.38,-86.68,-111.91_0,-7,-9_299,30,-3_715,303,-92
13.909_1L:50.35,-86.78,-117.78_1,-11,-4_298,26,-3_715,303,-92
13.925_1L:54.23,-86.91,-121.64_4,-15,0_296,33,-4_715,303,-92
13.954_1L:60.03,-86.86,-127.42_4,-10,1_289,23,-4_715,303,-92
13.971_1L:66.77,-86.82,-133.96_1,-4,-9_291,9,-1_722,286,-104
13.987_1L:70.29,-86.93,-137.11_3,-4,-18_300,19,-2_722,286,-104
14.017_1L:72.51,-86.93,-139.09_7,-8,-12_302,37,-6_722,286,-104
14.034_1L:75.76,-86.75,-142.26_8,-9,-4_293,35,-5_722,286,-104
14.051_1L:79.61,-86.49,-145.89_6,-6,-11_287,7,6_722,286,-104
14.067_1L:79.60,-86.61,-145.34_5,-5,-28_289,-13,19_722,286,-104
14.098_1L:74.83,-87.05,-139.45_5,-8,-58_289,-51,32_724,276,-118
14.115_1L:58.52,-87.97,-120.71_3,-14,-122_295,-92,38_724,276,-118
14.134_1L:2.88,-88.66,-60.89_-5,-36,-219_292,-96,23_724,276,-118
14.163_1L:-53.55,-87.38,0.21_3,-65,-257_327,-52,-1_724,276,-118
14.180_1L:-58.14,-85.53,9.71_37,-89,-257_373,42,-29_724,276,-118
14.198_1L:-50.35,-83.46,6.56_84,-94,-257_392,85,-11_724,276,-118
14.226_1L:-42.95,-80.71,4.00_115,-104,-257_379,72,1_754,62,-193
14.245_1L:-35.23,-77.80,1.51_132,-86,-257_500,116,2_754,62,-193
14.262_1L:-28.27,-74.99,-1.42_151,-58,-207_500,372,-151_754,62,-193
14.290_1L:-27.24,-72.20,-0.95_139,-84,-73_542,445,-153_754,62,-193
14.307_1L:-25.85,-69.25,-2.04_153,-56,-11_542,252,-87_754,62,-193
14.325_1L:-22.33,-66.56,-3.54_155,-37,-105_542,196,-105_754,62,-193
14.356_1L:-19.15,-63.85,-3.55_141,-55,-152_542,396,-181_771,-172,139
14.370_1L:-19.89,-61.12,-0.73_115,-105,-66_542,511,-238_771,-172,139
14.401_1L:-22.37,-59.19,3.96_58,-146,-62_368,511,-258_771,-172,139
14.414_1L:-21.50,-57.97,7.97_30,-129,-214_27,499,-64_771,-172,139
14.431_1L:-19.76,-53.13,12.41_198,-218,-257_-105,194,160_771,-172,139
14.462_1L:-11.38,-43.95,11.70_325,-261,-257_-481,173,508_771,-172,139
14.475_1L:-9.68,-39.11,16.97_235,-261,-257_-481,-512,570_497,-215,515
14.507_1L:-11.29,-35.86,23.49_109,-214,-62_-346,-512,202_497,-215,515
14.520_1L:-7.54,-38.93,17.76_-107,297,24_-481,19,237_497,-215,515
14.538_1L:-3.57,-39.61,16.97_-18,75,-153_213,511,-13_497,-215,515
14.555_1L:-5.94,-38.27,21.41_61,-148,15_179,511,100_497,-215,515
14.582_1L:-7.10,-37.53,23.68_40,-63,23_-60,-48,284_497,-215,515
14.600_1L:-6.90,-34.25,24.85_11,-8,-20_12,84,324_327,-54,623
14.618_1L:-6.25,-33.49,23.94_-13,22,38_-58,153,326_327,-54,623
14.633_1L:-7.58,-33.97,23.68_-33,14,99_-47,115,300_327,-54,623
14.662_1L:-9.28,-32.95,22.97_-32,-1,175_-55,149,244_327,-54,623
14.679_1L:-10.94,-31.31,21.11_-32,14,276_-227,-20,295_327,-54,623
14.698_1L:-16.27,-33.01,20.21_-61,59,310_-316,-123,362_327,-54,623
14.726_1L:-21.64,-35.18,19.04_-79,85,337_-341,-76,361_405,-301,517
14.745_1L:-30.22,-37.09,18.76_-42,75,450_-328,-49,208_405,-301,517
14.760_1L:-39.12,-38.34,17.17_28,111,576_-163,-63,52_405,-301,517
14.776_1L:-48.64,-37.77,13.88_94,154,627_-31,-151,-51_405,-301,517
14.807_1L:-57.07,-39.32,10.78_114,189,564_80,-239,-47_405,-301,517
14.825_1L:-66.67,-41.41,10.91_67,205,383_166,-333,-4_405,-301,517
14.842_1L:-69.21,-44.24,9.98_18,161,209_208,-258,37_679,-435,-126
14.872_1L:-71.41,-45.97,9.82_15,95,116_522,-67,129_679,-435,-126
14.888_1L:-71.72,-47.44,9.28_20,82,60_465,6,47_679,-435,-126
14.905_1L:-72.65,-49.06,9.64_-12,76,56_453,130,-56_679,-435,-126
14.933_1L:-75.10,-50.74,11.34_-58,70,84_523,9,21_679,-435,-126
14.950_1L:-75.75,-52.92,13.18_-62,93,-22_542,-253,123_679,-435,-126
14.969_1L:-73.05,-55.55,14.26_-47,124,-178_542,-46,36_738,-178,-262
14.998_1L:-71.54,-57.95,15.08_-37,98,-91_416,214,-88_738,-178,-262
15.016_1L:-74.87,-58.92,16.56_-41,33,126_366,225,-150_738,-178,-262
